District_Name,State_Name,DFSI
Hoshiarpur,Punjab,14.345076149771591
Mau,Uttar Pradesh,14.344909064687036
Adilabad,Telangana,14.340837653964073
Chengalpattu,Tamil Nadu,14.338825559345638
Chirang,Assam,14.327177071038736
Dhaulpur,Rajasthan,14.322869345442635
Gir Somnath,Gujarat,14.319257269450071
Y.S.R.,Andhra Pradesh,14.315856218355387
Porbandar,Gujarat,14.31098938483066
Badgam,Jammu & Kashmir,14.282593564658416
Indore,Madhya Pradesh,14.276474793430763
Latur,Maharashtra,14.271939876754926
Rajouri,Jammu & Kashmir,14.26711792280496
Mahrajganj,Uttar Pradesh,14.2467026717813
Udhampur,Jammu & Kashmir,14.21953874401665
West Siang,Arunachal Pradesh,14.206931820531816
Sundargarh,Odisha,14.201704186966252
Ranchi,Jharkhand,14.197119998803474
Satara,Maharashtra,14.196438317671806
The Dangs,Gujarat,14.193027581514269
Sangrur,Punjab,14.183626924681889
The Nilgiris,Tamil Nadu,14.181521521398048
Nainital,Uttarakhand,14.17404358957349
Paschim Bardhaman,West Bengal,14.167484802131147
Gandhinagar,Gujarat,14.150495722380777
Nayagarh,Odisha,14.147611779485713
Nandurbar,Maharashtra,14.135883571377343
Karnal,Haryana,14.130339778285856
South Salmara Mancachar,Assam,14.088728871221644
Jamui,Bihar,14.080780697205766
Baghpat,Uttar Pradesh,14.060014261552078
Reasi,Jammu & Kashmir,14.047250900942071
Ujjain,Madhya Pradesh,14.028002398535865
Shamli,Uttar Pradesh,14.024477523954967
Thiruvarur,Tamil Nadu,13.980877190636448
Bhadohi,Uttar Pradesh,13.979632076415218
Ganderbal,Jammu & Kashmir,13.968864401256017
Chhindwara,Madhya Pradesh,13.955243811560596
Sheikhpura,Bihar,13.952974381669137
Hapur,Uttar Pradesh,13.946634127067115
Morena,Madhya Pradesh,13.939282508437586
Sabar Kantha,Gujarat,13.935683700651056
East Siang,Arunachal Pradesh,13.92916281791021
Tehri Garhwal,Uttarakhand,13.928911332831516
Chikkamagaluru,Karnataka,13.92807228565061
Krishnagiri,Tamil Nadu,13.915616759115895
Nagaur,Rajasthan,13.9140218797126
Vellore,Tamil Nadu,13.909700707778669
Puruliya,West Bengal,13.90934183977769
Dhule,Maharashtra,13.905379214570328
Pudukkottai,Tamil Nadu,13.88705312286014
Virudhunagar,Tamil Nadu,13.884611316574295
Vidisha,Madhya Pradesh,13.879084524896264
Khammam,Telangana,13.876207135960096
Bhiwani,Haryana,13.861181519056318
Jamnagar,Gujarat,13.855960916031115
Kishtwar,Jammu & Kashmir,13.851620129028582
Khordha,Odisha,13.849602114839051
Papum Pare,Arunachal Pradesh,13.819670181121646
West Karbi Anglong,Assam,13.792560401075464
Dima Hasao,Assam,13.785682728615216
Rayagada,Odisha,13.778353303027748
Ahmadnagar,Maharashtra,13.744180643719863
Guna,Madhya Pradesh,13.740949040317725
East District,Sikkim,13.733855784396166
Jind,Haryana,13.731396627652702
Majuli,Assam,13.73119882779235
Rohtak,Haryana,13.710172868710089
Hoshangabad,Madhya Pradesh,13.706241370677152
Thiruvallur,Tamil Nadu,13.673875251994277
Balangir,Odisha,13.663829374845571
Leh,Ladakh,13.64846403214242
Narmada,Gujarat,13.624414483992092
Sehore,Madhya Pradesh,13.624297549713402
Morbi,Gujarat,13.62129132955512
Bargarh,Odisha,13.614087660258908
Hathras,Uttar Pradesh,13.565689697624794
Dewas,Madhya Pradesh,13.55760707742869
Banswara,Rajasthan,13.54361333571918
Aravalli,Gujarat,13.53249300044823
Warangal Rural,Telangana,13.50247233551987
Betul,Madhya Pradesh,13.474591542759846
Kancheepuram,Tamil Nadu,13.470096546622718
Kaithal,Haryana,13.45663716226992
Kathua,Jammu & Kashmir,13.453405870231894
North Tripura,Tripura,13.425164734923865
Chikkaballapura,Karnataka,13.40917971659012
Botad,Gujarat,13.385629591123912
Kallakurichi,Tamil Nadu,13.373623675453258
Tawang,Arunachal Pradesh,13.365469548955232
Udaipur,Rajasthan,13.340999144048794
Tiruppur,Tamil Nadu,13.330983392681423
Sonipat,Haryana,13.321513999514549
Karur,Tamil Nadu,13.300072728632385
Bastar,Chhattisgarh,13.274181260306246
Medak,Telangana,13.270380934338942
Gondiya,Maharashtra,13.257668751528763
Sivaganga,Tamil Nadu,13.241569375849704
Dausa,Rajasthan,13.21177452936812
Yamunanagar,Haryana,13.206928094938394
Mahisagar,Gujarat,13.187004050682395
Namakkal,Tamil Nadu,13.186444809565328
Nizamabad,Telangana,13.178789742186606
Warangal Urban,Telangana,13.167522816940686
Baudh,Odisha,13.156021760829558
Ramban,Jammu & Kashmir,13.13604914030907
Bhind,Madhya Pradesh,13.121998929581226
Rajnandgaon,Chhattisgarh,13.118907039563627
Subarnapur,Odisha,13.102763511412055
Tapi,Gujarat,13.096050919214967
Ariyalur,Tamil Nadu,13.089804218720658
Gwalior,Madhya Pradesh,13.086771542139497
Bandipore,Jammu & Kashmir,13.083772934787342
Faridabad,Haryana,13.063797652273236
Ramanagara,Karnataka,13.056740386416603
Sonbhadra,Uttar Pradesh,13.056183216198006
Palamu,Jharkhand,13.05444301227634
Nuapada,Odisha,13.038948634816052
Udupi,Karnataka,13.008514448906736
Mansa,Punjab,13.005437411372714
West Kameng,Arunachal Pradesh,12.988574519395987
Tumakuru,Karnataka,12.981699460911374
Chamarajanagara,Karnataka,12.976241045034715
Dharmapuri,Tamil Nadu,12.963906917019216
Rajgarh,Madhya Pradesh,12.960728774648368
Damoh,Madhya Pradesh,12.953807470822902
Mahoba,Uttar Pradesh,12.917103678722318
Kupwara,Jammu & Kashmir,12.911015617775956
East Khasi Hills,Meghalaya,12.893531577652482
Mumbai Suburban,Maharashtra,12.892295185056971
Hanumangarh,Rajasthan,12.891351268862383
Srinagar,Jammu & Kashmir,12.888221332606244
Anugul,Odisha,12.81414308699189
Udham Singh Nagar,Uttarakhand,12.813095833142514
Karauli,Rajasthan,12.785134804609754
Burhanpur,Madhya Pradesh,12.778778889751598
Perambalur,Tamil Nadu,12.76838110171406
Devbhumi Dwarka,Gujarat,12.768307391455854
Gajapati,Odisha,12.730445509094396
Noney,Manipur,12.728499352537504
Fazilka,Punjab,12.711655400142604
Kurukshetra,Haryana,12.69188176334306
Jhunjhunun,Rajasthan,12.688618436513297
Purbi Singhbhum,Jharkhand,12.645560586066884
Ranipet,Tamil Nadu,12.643814299855505
Fatehabad,Haryana,12.608094599668735
Faridkot,Punjab,12.569999024995894
Nalgonda,Telangana,12.523449573878914
Tirupathur,Tamil Nadu,12.510208774828982
North,Delhi,12.505519713351603
Dohad,Gujarat,12.50521505039512
Bageshwar,Uttarakhand,12.479758572738648
Chhatarpur,Madhya Pradesh,12.460824774657857
Karimnagar,Telangana,12.450590881962183
Tenkasi,Tamil Nadu,12.438608592591056
Mahabubnagar,Telangana,12.413518304684972
Ratlam,Madhya Pradesh,12.364180423938164
Bagalkote,Karnataka,12.352264924637735
Seoni,Madhya Pradesh,12.338171071605162
Jharsuguda,Odisha,12.322353113292673
Dungarpur,Rajasthan,12.3151833538887
Alipurduar,West Bengal,12.287153516516195
Hardwar,Uttarakhand,12.275895813177405
Osmanabad,Maharashtra,12.274168152976904
Champawat,Uttarakhand,12.273131236919184
Narsimhapur,Madhya Pradesh,12.272207128992587
Jagatsinghapur,Odisha,12.26514761315928
Mahasamund,Chhattisgarh,12.26337002920788
Moga,Punjab,12.249494272419687
West Khasi Hills,Meghalaya,12.234504460081457
Panipat,Haryana,12.229658578335464
Lalitpur,Uttar Pradesh,12.22704290043755
Vijayapura,Karnataka,12.22306824443187
Dhar,Madhya Pradesh,12.222735675425495
Malkangiri,Odisha,12.198866393642604
Unokoti,Tripura,12.194018533074011
Una,Himachal Pradesh,12.186777576748492
Fatehgarh Sahib,Punjab,12.183871093468309
Barwani,Madhya Pradesh,12.157796682598162
North  District,Sikkim,12.129733510221849
West Garo Hills,Meghalaya,12.11627981147293
Thoothukkudi,Tamil Nadu,12.099855590037578
Kamrup Metropolitan,Assam,12.092662660538268
Rajsamand,Rajasthan,12.045072167700985
South West,Delhi,12.004899852874884
Hingoli,Maharashtra,11.971959816564476
Tarn Taran,Punjab,11.93121167916792
Harda,Madhya Pradesh,11.890187891324528
West District,Sikkim,11.83245566150928
Theni,Tamil Nadu,11.776661030227343
Sri Muktsar Sahib,Punjab,11.775474642293869
Gomati,Tripura,11.77133230588312
Chota Udaipur,Gujarat,11.771129154593742
Mandla,Madhya Pradesh,11.733446041493288
Shupiyan,Jammu & Kashmir,11.718809232418751
North Goa,Goa,11.69334031962348
South Goa,Goa,11.68967796451052
Kargil,Ladakh,11.688354952761175
Bhopal,Madhya Pradesh,11.67764066032228
Shivpuri,Madhya Pradesh,11.667533409556553
Panchkula,Haryana,11.642563713114605
Mulugu,Telangana,11.639663312410365
Jayashankar,Telangana,11.63604258574657
Shahid Bhagat Singh Nagar,Punjab,11.623164130923987
South Tripura,Tripura,11.614260287187228
Gurugram,Haryana,11.613218485059855
Mandsaur,Madhya Pradesh,11.601043157916012
Ribhoi,Meghalaya,11.56983751271364
Lohit,Arunachal Pradesh,11.565889287647884
South District,Sikkim,11.559174791160126
Central,Delhi,11.556032138850329
Kulgam,Jammu & Kashmir,11.544190820352002
Samba,Jammu & Kashmir,11.523626947400388
Kurung Kumey,Arunachal Pradesh,11.510044988050431
Datia,Madhya Pradesh,11.492406961849484
Panna,Madhya Pradesh,11.464881114149012
Giridih,Jharkhand,11.462058703328612
Thoubal,Manipur,11.46109993778033
Durg,Chhattisgarh,11.387358838485303
Katni,Madhya Pradesh,11.376302525668784
Kamareddy,Telangana,11.365235920129477
Singrauli,Madhya Pradesh,11.286876313176668
Lunglei,Mizoram,11.271881135911611
Lawngtlai,Mizoram,11.266585849948353
Champhai,Mizoram,11.253727492530876
Changlang,Arunachal Pradesh,11.251637398872711
Ashoknagar,Madhya Pradesh,11.23645822753216
Tamenglong,Manipur,11.226699133445404
Debagarh,Odisha,11.204453176669588
Chatra,Jharkhand,11.172518237918649
Sheopur,Madhya Pradesh,11.164904277475754
Dhalai,Tripura,11.161184783193038
Godda,Jharkhand,11.1329118351489
Upper Subansiri,Arunachal Pradesh,11.125065157677906
Barnala,Punjab,11.104807807396751
Sahibganj,Jharkhand,11.06901446570178
Gumla,Jharkhand,11.057680028059243
Garhwa,Jharkhand,11.04842383413576
Uttar Bastar Kanker,Chhattisgarh,11.025433919960095
Kra Daadi,Arunachal Pradesh,11.01656951844341
Kanniyakumari,Tamil Nadu,11.01336275465019
Lahul & Spiti,Himachal Pradesh,10.96578019019641
West,Delhi,10.94354846228993
Khowai,Tripura,10.896522224413973
Tikamgarh,Madhya Pradesh,10.89427204404565
Vikarabad,Telangana,10.890505293328674
Satna,Madhya Pradesh,10.888948730776102
Sipahijala,Tripura,10.887426944928729
Narayanpet,Telangana,10.866879335501324
Pathankot,Punjab,10.849183480056968
South Garo Hills,Meghalaya,10.843939023790394
Shajapur,Madhya Pradesh,10.84349368116641
Dindori,Madhya Pradesh,10.83104980705238
Janjgir - Champa,Chhattisgarh,10.791229865876428
Medchal Malkajgiri,Telangana,10.786006196303363
Surguja,Chhattisgarh,10.750021653536365
Lower Subansiri,Arunachal Pradesh,10.74706790781616
Washim,Maharashtra,10.734974523913712
Jhajjar,Haryana,10.71628017524838
East Garo Hills,Meghalaya,10.696820929375155
South West Garo Hills,Meghalaya,10.671036900750009
Neemuch,Madhya Pradesh,10.664636960132986
Ramgarh,Jharkhand,10.627312499651268
Rewari,Haryana,10.597251089448347
Dumka,Jharkhand,10.5848069481936
Namsai,Arunachal Pradesh,10.56352688594745
Sidhi,Madhya Pradesh,10.556680246809432
North Garo Hills,Meghalaya,10.473013602064915
Hyderabad,Telangana,10.461370494449875
Lower Dibang Valley,Arunachal Pradesh,10.435148428163515
New Delhi,Delhi,10.399872325032984
Anjaw,Arunachal Pradesh,10.331746414673855
Palwal,Haryana,10.310952075785933
Pashchimi Singhbhum,Jharkhand,10.306841150931811
Siang,Arunachal Pradesh,10.300113768441996
Nabarangapur,Odisha,10.296490508721549
Bhadradri Kothagudem,Telangana,10.291820822002276
Muzaffarabad,Jammu & Kashmir,10.252418880453558
Imphal East,Manipur,10.245482380946884
Jhabua,Madhya Pradesh,10.24113162541924
Mungeli,Chhattisgarh,10.213543018484753
Alirajpur,Madhya Pradesh,10.19595043322708
Deoghar,Jharkhand,10.195271519719046
Jogulamba Gadwal,Telangana,10.137668799539624
Mamit,Mizoram,10.112772397135728
Khunti,Jharkhand,10.055094618285557
Bokaro,Jharkhand,10.052560471915164
Nagarkurnool,Telangana,10.02790622304353
Anuppur,Madhya Pradesh,9.990783932578736
Mahabubabad,Telangana,9.98365424991606
Wanaparthy,Telangana,9.983597435827042
Nirmal,Telangana,9.97777035268932
Bametara,Chhattisgarh,9.95595548857293
Mirpur,Jammu & Kashmir,9.948679414974752
