id,objectid,state,stcode,district,dtcode,shape_length,shape_area,ds_name,src_agency,state_name
535,535,RJ,08,Tonk,116,684815.8025675939,6932395551.466879,Administrative Boundary,Survey of India (SOI),Rajasthan
536,536,RJ,08,Udaipur,117,877756.3400481428,11256569484.016783,Administrative Boundary,Survey of India (SOI),Rajasthan
537,537,RJ,08,Pratapgarh,629,482299.4415569141,4260142393.9247746,Administrative Boundary,Survey of India (SOI),Rajasthan
538,538,SK,11,Gangtok,225,144680.35550214298,909907319.095421,Administrative Boundary,Survey of India (SOI),Sikkim
539,539,SK,11,Mangan,226,328365.93003034435,4082392339.148472,Administrative Boundary,Survey of India (SOI),Sikkim
540,540,SK,11,Namchi,227,158720.9925635533,708871535.4058157,Administrative Boundary,Survey of India (SOI),Sikkim
541,541,SK,11,Gyalshing,228,180059.3113822335,1158611699.9212148,Administrative Boundary,Survey of India (SOI),Sikkim
556,556,TN,33,Pudukkottai,582,723561.1888860812,4750806933.325329,Administrative Boundary,Survey of India (SOI),Tamil Nadu
557,557,TN,33,Ramanathapuram,583,736956.5738006597,4272385544.1185164,Administrative Boundary,Survey of India (SOI),Tamil Nadu
558,558,TN,33,Salem,584,701688.7008410897,5266709175.4510355,Administrative Boundary,Survey of India (SOI),Tamil Nadu
559,559,TN,33,Sivaganga,585,704187.7010128465,4302586722.134969,Administrative Boundary,Survey of India (SOI),Tamil Nadu
560,560,TN,33,Thanjavur,586,669079.0081258556,3464308501.7912273,Administrative Boundary,Survey of India (SOI),Tamil Nadu
561,561,TN,33,The Nilgiris,587,329163.95051759674,2581362422.5020146,Administrative Boundary,Survey of India (SOI),Tamil Nadu
562,562,TN,33,Theni,588,343728.72869514377,2921917230.156715,Administrative Boundary,Survey of India (SOI),Tamil Nadu
563,563,TN,33,Thiruvallur,589,667447.1246049656,3397281459.623687,Administrative Boundary,Survey of India (SOI),Tamil Nadu
564,564,TN,33,Thiruvarur,590,465271.6578699238,2319362339.612644,Administrative Boundary,Survey of India (SOI),Tamil Nadu
542,542,TN,33,Chennai,568,74830.90714893154,168108043.00313458,Administrative Boundary,Survey of India (SOI),Tamil Nadu
543,543,TN,33,Coimbatore,569,540285.8259907645,4782748245.666942,Administrative Boundary,Survey of India (SOI),Tamil Nadu
544,544,TN,33,Cuddalore,570,526635.545530309,3734422511.101331,Administrative Boundary,Survey of India (SOI),Tamil Nadu
545,545,TN,33,Dharmapuri,571,523973.5707371826,4507545325.15904,Administrative Boundary,Survey of India (SOI),Tamil Nadu
546,546,TN,33,Dindigul,572,641963.7389153152,6141976426.850322,Administrative Boundary,Survey of India (SOI),Tamil Nadu
547,547,TN,33,Erode,573,626990.7493468005,5801484230.723343,Administrative Boundary,Survey of India (SOI),Tamil Nadu
548,548,TN,33,Kanchipuram,574,357252.6211594132,1717066974.3715217,Administrative Boundary,Survey of India (SOI),Tamil Nadu
549,549,TN,33,Kanniyakumari,575,251350.72947375866,1741953310.5087512,Administrative Boundary,Survey of India (SOI),Tamil Nadu
550,550,TN,33,Karur,576,461737.0751245065,2937228962.4771824,Administrative Boundary,Survey of India (SOI),Tamil Nadu
551,551,TN,33,Krishnagiri,577,630917.0443285478,5127190183.127263,Administrative Boundary,Survey of India (SOI),Tamil Nadu
552,552,TN,33,Madurai,578,553333.6125703148,3780919833.65961,Administrative Boundary,Survey of India (SOI),Tamil Nadu
553,553,TN,33,Nagapattinam,579,517899.642372811,2620819460.551117,Administrative Boundary,Survey of India (SOI),Tamil Nadu
554,554,TN,33,Namakkal,580,429232.33361028763,3444991744.8909774,Administrative Boundary,Survey of India (SOI),Tamil Nadu
555,555,TN,33,Perambalur,581,293141.2218884119,1771137718.6781652,Administrative Boundary,Survey of India (SOI),Tamil Nadu
565,565,TN,33,Tiruchirappalli,591,819534.6663504126,4549561040.171747,Administrative Boundary,Survey of India (SOI),Tamil Nadu
566,566,TN,33,Tirunelveli,592,459678.3958893345,4008188735.4426675,Administrative Boundary,Survey of India (SOI),Tamil Nadu
567,567,TN,33,Tiruvannamalai,593,713718.5843886391,6191479427.605586,Administrative Boundary,Survey of India (SOI),Tamil Nadu
568,568,TN,33,Tuticorin,594,521460.12158653873,4897709179.685982,Administrative Boundary,Survey of India (SOI),Tamil Nadu
569,569,TN,33,Vellore,595,428438.4070710159,2132274793.0525372,Administrative Boundary,Survey of India (SOI),Tamil Nadu
570,570,TN,33,Villupuram,596,555725.1942441267,3407379705.561508,Administrative Boundary,Survey of India (SOI),Tamil Nadu
571,571,TN,33,Virudhunagar,597,571407.9971414804,4341514879.234571,Administrative Boundary,Survey of India (SOI),Tamil Nadu
572,572,TN,33,Ariyalur,610,259928.49727816155,1957309655.542329,Administrative Boundary,Survey of India (SOI),Tamil Nadu
573,573,TN,33,Tiruppur,634,678686.7911406385,5241066643.081378,Administrative Boundary,Survey of India (SOI),Tamil Nadu
574,574,TN,33,Kallakurichi,729,430193.5234869507,3807771509.2464,Administrative Boundary,Survey of India (SOI),Tamil Nadu
575,575,TN,33,Chengalpattu,730,327608.5214727299,2741231745.652062,Administrative Boundary,Survey of India (SOI),Tamil Nadu
576,576,TN,33,Ranipet,731,363309.3456335871,1842415502.897802,Administrative Boundary,Survey of India (SOI),Tamil Nadu
577,577,TN,33,Tirupathur,732,332781.39526605565,2085180677.7114506,Administrative Boundary,Survey of India (SOI),Tamil Nadu
578,578,TN,33,Tenkasi,733,362633.62915546,2877743457.477795,Administrative Boundary,Survey of India (SOI),Tamil Nadu
579,579,TR,16,Dhalai,269,359945.1595042043,2166058358.1766763,Administrative Boundary,Survey of India (SOI),Tripura
580,580,TR,16,North Tripura,270,313870.9156788592,1293399952.49178,Administrative Boundary,Survey of India (SOI),Tripura
581,581,TR,16,South Tripura,271,336836.27774896205,1405461366.596125,Administrative Boundary,Survey of India (SOI),Tripura
582,582,TR,16,West Tripura,272,188858.33164086405,906718625.1610596,Administrative Boundary,Survey of India (SOI),Tripura
583,583,TR,16,Khowai,652,226888.06383552172,1011186797.1886029,Administrative Boundary,Survey of India (SOI),Tripura
584,584,TR,16,Sepahijala,653,246909.94616034013,1002811647.379776,Administrative Boundary,Survey of India (SOI),Tripura
585,585,TR,16,Gomati,654,330104.2045210918,1597284690.8461814,Administrative Boundary,Survey of India (SOI),Tripura
586,586,TR,16,Unakoti,655,181962.70087447678,662730278.6953458,Administrative Boundary,Survey of India (SOI),Tripura
587,587,TS,36,Adilabad,501,395373.7846240376,3962787884.393152,Administrative Boundary,Survey of India (SOI),Telangana
588,588,TS,36,Hyderabad,507,100349.43925353842,205588535.55565196,Administrative Boundary,Survey of India (SOI),Telangana
589,589,TS,36,Karimnagar,508,263370.36403554684,1918027390.8694367,Administrative Boundary,Survey of India (SOI),Telangana
590,590,TS,36,Khammam,509,593477.9056278088,4179344904.120868,Administrative Boundary,Survey of India (SOI),Telangana
591,591,TS,36,Mahabubnagar,512,423040.15222999017,2729367043.3895054,Administrative Boundary,Survey of India (SOI),Telangana
592,592,TS,36,Medak,513,362037.59807707655,2805277137.2474604,Administrative Boundary,Survey of India (SOI),Telangana
593,593,TS,36,Nalgonda,514,462799.13796218357,7029490433.133174,Administrative Boundary,Survey of India (SOI),Telangana
594,594,TS,36,Nizamabad,516,320483.06805174606,4101995224.454837,Administrative Boundary,Survey of India (SOI),Telangana
595,595,TS,36,Ranga Reddy,518,524999.3801279827,4886302760.119281,Administrative Boundary,Survey of India (SOI),Telangana
596,596,TS,36,Warangal,522,296136.02371479286,2068922222.8274562,Administrative Boundary,Survey of India (SOI),Telangana
597,597,TS,36,Nirmal,680,451190.07804894604,3616018097.7085586,Administrative Boundary,Survey of India (SOI),Telangana
598,598,TS,36,Jagitial,681,263511.4798277354,2789977883.989475,Administrative Boundary,Survey of India (SOI),Telangana
599,599,TS,36,Peddapalli,682,221402.7302092907,2112741539.2575986,Administrative Boundary,Survey of India (SOI),Telangana
600,600,TS,36,Rajanna Sircilla,683,206874.50435334162,1752531848.5001764,Administrative Boundary,Survey of India (SOI),Telangana
601,601,TS,36,Mancherial,684,423395.23048768716,3635796954.5634804,Administrative Boundary,Survey of India (SOI),Telangana
602,602,TS,36,Kamareddy,685,434666.7194360128,3616412404.4250245,Administrative Boundary,Survey of India (SOI),Telangana
603,603,TS,36,Hanumakonda,686,184963.64437737834,1133756810.7924085,Administrative Boundary,Survey of India (SOI),Telangana
604,604,TS,36,Jayashankar Bhupalapally,687,328995.69550703163,2869749465.875323,Administrative Boundary,Survey of India (SOI),Telangana
605,605,TS,36,Mahabubabad,688,361637.74283183523,3467050531.1109233,Administrative Boundary,Survey of India (SOI),Telangana
606,606,TS,36,Jangoan,689,280158.1559822876,2171612887.298317,Administrative Boundary,Survey of India (SOI),Telangana
607,607,TS,36,Bhadradri Kothagudem,690,575248.406039222,6984241973.972966,Administrative Boundary,Survey of India (SOI),Telangana
608,608,TS,36,Sangareddy,691,577314.6531653284,4206537363.1014953,Administrative Boundary,Survey of India (SOI),Telangana
609,609,TS,36,Siddipet,692,383117.7530628456,3656482158.143353,Administrative Boundary,Survey of India (SOI),Telangana
610,610,TS,36,Wanaparthy,693,313077.7810444658,2134690263.8144639,Administrative Boundary,Survey of India (SOI),Telangana
611,611,TS,36,Nagarkurnool,694,515248.972793908,6072817330.886749,Administrative Boundary,Survey of India (SOI),Telangana
612,612,TS,36,Jogulamba Gadwal,695,271466.5938424114,2516123198.7720294,Administrative Boundary,Survey of India (SOI),Telangana
613,613,TS,36,Suryapet,696,336393.1235225527,3503321927.5786633,Administrative Boundary,Survey of India (SOI),Telangana
614,614,TS,36,Yadadri Bhuvanagiri,697,369996.0394091424,3303444678.597668,Administrative Boundary,Survey of India (SOI),Telangana
615,615,TS,36,Vikarabad,698,413892.471175773,3609567818.1608315,Administrative Boundary,Survey of India (SOI),Telangana
616,616,TS,36,Kumuram Bheem Asifabad,699,451861.1007976155,4385915525.641571,Administrative Boundary,Survey of India (SOI),Telangana
617,617,TS,36,Medchal Malkajgiri,700,196096.92343267053,1006727467.2965342,Administrative Boundary,Survey of India (SOI),Telangana
618,618,TS,36,Mulugu,720,348865.8366783844,4218073358.4736085,Administrative Boundary,Survey of India (SOI),Telangana
619,619,TS,36,Narayanpet,721,343482.666356584,2356489384.32641,Administrative Boundary,Survey of India (SOI),Telangana
620,620,UK,05,Almora,045,388410.7393517917,3056821454.7587085,Administrative Boundary,Survey of India (SOI),Uttarakhand
621,621,UK,05,Bageshwar,046,315406.7731955871,2173107225.908763,Administrative Boundary,Survey of India (SOI),Uttarakhand
622,622,UK,05,Chamoli,047,521562.5429406418,7618336799.435648,Administrative Boundary,Survey of India (SOI),Uttarakhand
623,623,UK,05,Champawat,048,265684.9385686121,1712845625.1553748,Administrative Boundary,Survey of India (SOI),Uttarakhand
624,624,UK,05,Dehradun,049,502384.9318625169,3019084275.622921,Administrative Boundary,Survey of India (SOI),Uttarakhand
625,625,UK,05,Haridwar,050,285077.3792038776,2225537228.2181015,Administrative Boundary,Survey of India (SOI),Uttarakhand
626,626,UK,05,Nainital,051,434074.07175730326,3869865356.0671096,Administrative Boundary,Survey of India (SOI),Uttarakhand
627,627,UK,05,Pauri Garhwal,052,413951.03447980067,5131550703.741554,Administrative Boundary,Survey of India (SOI),Uttarakhand
628,628,UK,05,Pithoragarh,053,595740.9729416065,7034296377.933597,Administrative Boundary,Survey of India (SOI),Uttarakhand
629,629,UK,05,Rudra Prayag,054,249531.56069643932,1936407048.5620008,Administrative Boundary,Survey of India (SOI),Uttarakhand
630,630,UK,05,Tehri Garhwal,055,545532.324016215,3807051816.41324,Administrative Boundary,Survey of India (SOI),Uttarakhand
631,631,UK,05,Udam Singh Nagar,056,565339.4334914824,2588015392.888069,Administrative Boundary,Survey of India (SOI),Uttarakhand
632,632,UK,05,Uttar Kashi,057,678678.0328519477,7794567983.169275,Administrative Boundary,Survey of India (SOI),Uttarakhand
633,633,UP,09,Agra,118,778637.9801687713,3888499703.21728,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
634,634,UP,09,Aligarh,119,496030.83020855417,3585235930.82933,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
635,635,UP,09,Prayagraj,120,607924.385339209,5252369241.723733,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
636,636,UP,09,Ambedkar Nagar,121,379076.6381386059,2236761830.196828,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
637,637,UP,09,Auraiya,122,278760.9715318184,1944774447.5073683,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
638,638,UP,09,Azamgarh,123,496815.57696739706,4057576389.130526,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
639,639,UP,09,Baghpat,124,217884.26295910616,1282051944.6388538,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
640,640,UP,09,Bahraich,125,582805.8368910302,4760726475.611123,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
641,641,UP,09,Ballia,126,437237.7124038854,2880827739.4418993,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
642,642,UP,09,Balrampur,127,459217.06783036375,3226218329.1572003,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
643,643,UP,09,Banda,128,669512.0928991326,4228426840.91771,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
644,644,UP,09,Barabanki,129,489941.38520981866,3699392938.808577,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
645,645,UP,09,Bareilly,130,509064.0548022971,3987086429.303236,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
646,646,UP,09,Basti,131,374986.4839123508,2676352492.674907,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
647,647,UP,09,Bijnor,132,380388.04069841816,4465317245.691791,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
648,648,UP,09,Budaun,133,445747.39485178475,4101291196.4850144,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
649,649,UP,09,Bulandshahr,134,435067.1983288157,3566680567.898515,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
650,650,UP,09,Chandauli,135,385948.32115291053,2448705430.199229,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
651,651,UP,09,Chitrakoot,136,538132.9014134464,3125895202.5300426,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
652,652,UP,09,Deoria,137,399193.45096601633,2441461594.384291,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
653,653,UP,09,Etah,138,493503.6500551424,2338703336.217434,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
654,654,UP,09,Etawah,139,324773.95527203754,2240072253.006664,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
655,655,UP,09,Ayodhya,140,375863.812763732,2611234789.8418813,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
656,656,UP,09,Farrukhabad,141,342277.74532941653,2104556415.4380362,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
657,657,UP,09,Fatehpur,142,436172.6507073898,4012837063.0220065,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
658,658,UP,09,Firozabad,143,388438.49530659575,2333884502.648895,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
659,659,UP,09,Gautam Buddha Nagar,144,342661.0146117149,1206710194.129155,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
660,660,UP,09,Ghaziabad,145,216103.4846846063,882190236.9332061,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
661,661,UP,09,Ghazipur,146,414147.6218879316,3251874971.6072397,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
662,662,UP,09,Gonda,147,512467.58897197415,3846576452.310838,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
663,663,UP,09,Gorakhpur,148,547353.5685382896,3206468687.196712,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
664,664,UP,09,Hamirpur,149,520494.5970375077,3774629051.6478868,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
665,665,UP,09,Hardoi,150,578478.4322968244,5776839646.410123,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
666,666,UP,09,Jalaun,151,492558.3482390947,4393810606.561041,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
667,667,UP,09,Jaunpur,152,536423.7190414129,3882284801.5702434,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
668,668,UP,09,Jhansi,153,974364.2598555194,4845420303.07871,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
669,669,UP,09,Amroha,154,333939.35653477337,2097094087.6109037,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
670,670,UP,09,Kannauj,155,309258.291765425,2015199125.4188812,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
671,671,UP,09,Kanpur Dehat,156,370327.8521730077,3041316871.8018694,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
672,672,UP,09,Kanpur Nagar,157,457234.5823244076,2876699366.2988954,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
673,673,UP,09,Kaushambi,158,295646.8553343832,1735038398.207037,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
674,674,UP,09,Kheri,159,689221.9172241206,7440812969.51315,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
675,675,UP,09,Kushi Nagar,160,460673.8514666389,2795328770.6125965,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
676,676,UP,09,Lalitpur,161,434173.03580683,4851597729.092682,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
677,677,UP,09,Lucknow,162,367776.0819540517,2438620280.6898766,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
678,678,UP,09,Hathras,163,347560.78476999846,1720341094.6530669,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
679,679,UP,09,Maharajganj,164,403042.2278152935,2840101850.3140182,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
680,680,UP,09,Mahoba,165,563767.2268083764,3118133729.3456154,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
681,681,UP,09,Mainpuri,166,374057.64348550537,2642871210.605553,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
682,682,UP,09,Mathura,167,403362.9145108982,3226126508.7177644,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
683,683,UP,09,Mau,168,294561.1969442645,1648384398.0143554,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
684,684,UP,09,Meerut,169,309073.2310868468,2482302475.742887,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
685,685,UP,09,Mirzapur,170,571509.5241225706,4247244848.852254,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
686,686,UP,09,Moradabad,171,419571.5697126359,2188021823.7611475,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
687,687,UP,09,Muzaffarnagar,172,360953.6799792339,2656206771.3083963,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
688,688,UP,09,Pilibhit,173,598972.9798899918,3634040792.4514775,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
689,689,UP,09,Pratapgarh,174,528803.5967628786,3575615216.6337724,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
690,690,UP,09,Rae Bareli,175,502830.9824439757,3781213826.8635354,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
691,691,UP,09,Rampur,176,401126.88293392956,2291259372.226032,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
692,692,UP,09,Saharanpur,177,371644.4616301071,3615159307.496096,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
693,693,UP,09,Sant Kabeer Nagar,178,394810.55345589615,1565026272.8866525,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
694,694,UP,09,Bhadohi,179,271443.3630691452,976423430.3602332,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
695,695,UP,09,Shahjahanpur,180,700011.9657327264,4175814143.576277,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
696,696,UP,09,Shravasti,181,305355.96994547785,1871617753.7297711,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
716,716,WB,19,Dinajpur Uttar,311,728161.7643713771,3002888304.229237,Administrative Boundary,Survey of India (SOI),West Bengal
717,717,WB,19,Hooghly,312,482608.8994691853,3021768340.7034025,Administrative Boundary,Survey of India (SOI),West Bengal
718,718,WB,19,Howrah,313,254453.71166987307,1343403679.8076673,Administrative Boundary,Survey of India (SOI),West Bengal
719,719,WB,19,Jalpaiguri,314,442770.8230038043,3272095415.332951,Administrative Boundary,Survey of India (SOI),West Bengal
720,720,WB,19,Kolkata,315,97689.26818961719,188349335.51345176,Administrative Boundary,Survey of India (SOI),West Bengal
721,721,WB,19,Maldah,316,469460.50461836933,3536267377.084356,Administrative Boundary,Survey of India (SOI),West Bengal
722,722,WB,19,Medinipur East,317,561674.7802175742,3927805192.2224464,Administrative Boundary,Survey of India (SOI),West Bengal
723,723,WB,19,Medinipur West,318,556588.6532563952,6032351583.245164,Administrative Boundary,Survey of India (SOI),West Bengal
724,724,WB,19,Murshidabad,319,594275.7754292873,5140358426.542107,Administrative Boundary,Survey of India (SOI),West Bengal
725,725,WB,19,Nadia,320,679364.9261686332,3762573468.2439404,Administrative Boundary,Survey of India (SOI),West Bengal
726,726,WB,19,Purulia,321,582669.7292350237,6006053816.715049,Administrative Boundary,Survey of India (SOI),West Bengal
727,727,WB,19,Alipurduar,664,335210.99250751775,2696216641.1781244,Administrative Boundary,Survey of India (SOI),West Bengal
728,728,WB,19,Kalimpong,702,171973.2709144817,1053967705.0281883,Administrative Boundary,Survey of India (SOI),West Bengal
729,729,WB,19,Jhargram,703,484138.57721813716,2977826720.1208706,Administrative Boundary,Survey of India (SOI),West Bengal
730,730,WB,19,Paschim Bardhaman,704,253562.39286996715,1544513602.7990255,Administrative Boundary,Survey of India (SOI),West Bengal
731,731,JK,01,Mirpur,999,435307.39060881134,3559971080.1472845,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
732,732,JK,01,Muzaffarabad,999,593941.9214730354,4782238670.801928,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
733,733,MH,27,Mumbai,482,57256.11534411877,72447273.10721344,Administrative Boundary,Survey of India (SOI),Maharashtra
