id,objectid_1,Wetland_Code,Wetland_Name,Aquatic_Vegetation,Turbidity,Level_I_Category,Level_II_Category,level_iii,Waterbody_Type,Area_ha,remarks,Latitude,Longitude,State_Code,Perimeter_Length_m,Shape_Area_sqm,Dataset_Name,Source_Agency
1126,1126,1103,,No,Low,Inland,Natural,High altitude lake,,3.239071793703548,,33.4574701123,74.6260833172,Jammu & Kashmir,729.2299075780646,32390.717937035482,Hydrological Layer,SAC N
1121,1121,1103,,No,Low,Inland,Natural,High altitude lake,,7.953176007613496,,33.4960438246,74.5783653731,Jammu & Kashmir,1303.485124875252,79531.76007613496,Hydrological Layer,SAC N
1128,1128,1103,,No,Low,Inland,Natural,High altitude lake,Pro Glacial Lake,6.476420599046342,,33.4596396592,76.4737143182,Jammu & Kashmir,1051.3089305103445,64764.20599046342,Hydrological Layer,SAC N
1122,1122,1103,,No,Low,Inland,Natural,High altitude lake,,20.952860260061566,,33.5066976335,76.4492071272,Jammu & Kashmir,3210.1758186443085,209528.60260061568,Hydrological Layer,SAC N
1123,1123,1103,,No,Low,Inland,Natural,High altitude lake,,5.715668769728126,,33.4859873908,74.5688468219,Jammu & Kashmir,896.022151479993,57156.68769728126,Hydrological Layer,SAC N
1124,1124,1103,,No,Low,Inland,Natural,High altitude lake,,3.199354159517826,,33.4865475184,74.6080434499,Jammu & Kashmir,688.5074922660643,31993.54159517826,Hydrological Layer,SAC N
1127,1127,1103,Simar Sar,No,Low,Inland,Natural,High altitude lake,,15.49059070251353,,33.4442317929,74.6132349279,Jammu & Kashmir,2062.7402788722984,154905.9070251353,Hydrological Layer,SAC N
1129,1129,1103,,No,Low,Inland,Natural,High altitude lake,,7.15454228030118,,33.1840418284,76.1241972306,Jammu & Kashmir,1140.177570651739,71545.4228030118,Hydrological Layer,SAC N
1130,1130,1103,,No,Low,Inland,Natural,High altitude lake,,9.50591624387535,,33.1472900959,76.1387153656,Jammu & Kashmir,1219.5022697215002,95059.1624387535,Hydrological Layer,SAC N
1131,1131,1103,,No,Low,Inland,Natural,High altitude lake,,8.64378048156304,,32.8717422301,75.6880867447,Jammu & Kashmir,1132.8485320885165,86437.8048156304,Hydrological Layer,SAC N
1333,1333,1203,,No,Low,Inland,Man-made,Waterlogged,,0.174498731824371,,32.5732066814,75.0860057861,Jammu & Kashmir,152.9944060714795,1744.9873182437113,Hydrological Layer,SAC N
1148,1148,9999,,NA,NA,NA,NA,NA,,7.15893054693769,,32.4963108307,75.5385513938,Jammu & Kashmir,1167.6941321498437,71589.30546937691,Hydrological Layer,SAC N
1132,1132,1101,Surin Sar Lake,Yes,Moderate,Inland,Natural,Lake/Pond,,28.257240980838606,Ramsar Site,32.7699747024,75.0413182023,Jammu & Kashmir,2382.3820955456063,282572.40980838606,Hydrological Layer,SAC N
1135,1135,1103,,No,Low,Inland,Natural,High altitude lake,,5.178287138695067,,33.8746047259,76.1099815044,Jammu & Kashmir,1129.4091622880908,51782.87138695067,Hydrological Layer,SAC N
1136,1136,1103,,No,Low,Inland,Natural,High altitude lake,,24.529785683692023,,33.4850135025,76.4645561359,Jammu & Kashmir,1886.6325369921926,245297.85683692023,Hydrological Layer,SAC N
1199,1199,9999,,NA,NA,NA,NA,NA,,1.829677213110099,,32.7622709544,74.5306799787,Jammu & Kashmir,657.4404837755493,18296.77213110099,Hydrological Layer,SAC N
1139,1139,9999,,NA,NA,NA,NA,NA,,35.2671695435642,,33.3346812686,74.3313894675,Jammu & Kashmir,4342.393624635132,352671.69543564203,Hydrological Layer,SAC N
1133,1133,1101,Mansar Lake,Yes,Moderate,Inland,Natural,Lake/Pond,,58.14771391184692,Ramsar Site,32.6968073824,75.1453115851,Jammu & Kashmir,3403.2501149583577,581477.1391184692,Hydrological Layer,SAC N
1142,1142,9999,,NA,NA,NA,NA,NA,,8.01245566213369,,33.0648552215,74.7891318906,Jammu & Kashmir,1475.4791555188,80124.5566213369,Hydrological Layer,SAC N
1134,1134,1103,,No,Low,Inland,Natural,High altitude lake,,27.902925535690848,,33.9520966494,75.4105342945,Jammu & Kashmir,2723.5374074230067,279029.2553569085,Hydrological Layer,SAC N
1137,1137,9999,,NA,NA,NA,NA,NA,,34.760072774880875,,33.8639740669,75.5349137682,Jammu & Kashmir,3711.1787660781165,347600.72774880874,Hydrological Layer,SAC N
1138,1138,9999,,NA,NA,NA,NA,NA,,17.90253555307003,,33.6447262048,75.7142729462,Jammu & Kashmir,2442.3598568854313,179025.3555307003,Hydrological Layer,SAC N
1143,1143,9999,,NA,NA,NA,NA,NA,,29.4151809100403,,33.0234063956,74.8011260001,Jammu & Kashmir,2575.097364891592,294151.809100403,Hydrological Layer,SAC N
1145,1145,9999,,NA,NA,NA,NA,NA,,15.704803104564915,,32.5812032743,75.5665516453,Jammu & Kashmir,2255.243263961152,157048.03104564914,Hydrological Layer,SAC N
1140,1140,9999,,NA,NA,NA,NA,NA,,24.381718389458904,,33.1002853567,74.814920639,Jammu & Kashmir,2499.7793890318326,243817.18389458905,Hydrological Layer,SAC N
