Station,State,District,Tehsil,Block,River,Basin,Latitude,Longitude,Acquisition_Time,Water_Level_m
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-10 08:00:00,127.33
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-11 08:00:00,127.361
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-12 08:00:00,127.376
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-13 08:00:00,127.391
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-14 08:00:00,127.437
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-15 08:00:00,127.498
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-16 08:00:00,127.559
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-17 08:00:00,127.635
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-18 08:00:00,127.696
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-19 08:00:00,127.742
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-20 08:00:00,127.772
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-21 08:00:00,127.787
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-22 08:00:00,127.879
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-23 08:00:00,128.229
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-24 08:00:00,128.382
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-25 08:00:00,128.504
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-26 08:00:00,128.565
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-27 08:00:00,128.61
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-28 08:00:00,128.641
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-29 08:00:00,128.656
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-09-30 08:00:00,128.671
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-01 08:00:00,128.641
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-02 08:00:00,128.534
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-03 08:00:00,128.382
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-04 08:00:00,128.214
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-05 08:00:00,128.046
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-06 08:00:00,127.848
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-07 08:00:00,127.62
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-08 08:00:00,127.361
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-09 08:00:00,127.3
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-10 08:00:00,126.858
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-11 08:00:00,126.583
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-12 08:00:00,126.34
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-13 08:00:00,126.081
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-14 08:00:00,125.852
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-15 08:00:00,125.578
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-16 08:00:00,125.319
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-17 08:00:00,125.166
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-18 08:00:00,125.105
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-19 08:00:00,125.029
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-20 08:00:00,124.968
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-21 08:00:00,124.907
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-22 08:00:00,124.755
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-23 08:00:00,124.648
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-24 08:00:00,124.541
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-25 08:00:00,124.435
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-26 08:00:00,124.343
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-27 08:00:00,124.404
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-28 08:00:00,124.435
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-29 08:00:00,124.465
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-30 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-10-31 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-01 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-02 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-03 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-04 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-05 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-06 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-07 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-08 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-09 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-10 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-11 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-12 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-13 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-14 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-15 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-16 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-17 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-18 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-19 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-20 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-21 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-22 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-23 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-24 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-25 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-26 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-27 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-28 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-29 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-11-30 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-01 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-02 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-03 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-04 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-05 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-06 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-07 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-08 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-09 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-10 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-11 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-12 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-13 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-14 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-15 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-16 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-17 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-18 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-19 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-20 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-21 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-22 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-23 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-24 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-25 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-26 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-27 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-28 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-29 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-30 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2014-12-31 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-01 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-02 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-03 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-04 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-05 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-06 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-07 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-08 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-09 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-10 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-11 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-12 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-13 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-14 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-15 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-16 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-17 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-18 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-19 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-20 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-21 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-22 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-23 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-24 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-25 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-26 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-27 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-28 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-29 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-30 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-01-31 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-01 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-02 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-03 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-04 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-05 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-06 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-07 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-08 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-09 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-10 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-11 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-12 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-13 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-14 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-15 08:00:00,124.48
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-16 08:00:00,124.465
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-17 08:00:00,124.435
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-18 08:00:00,124.374
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-19 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-20 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-21 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-22 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-23 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-24 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-25 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-26 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-27 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-02-28 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-01 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-02 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-03 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-04 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-05 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-06 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-07 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-08 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-09 08:00:00,124.328
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-10 08:00:00,124.313
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-11 08:00:00,124.313
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-12 08:00:00,124.313
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-13 08:00:00,124.297
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-14 08:00:00,124.297
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-15 08:00:00,124.297
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-16 08:00:00,124.297
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-17 08:00:00,124.282
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-18 08:00:00,124.282
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-19 08:00:00,124.282
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-20 08:00:00,124.282
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,2015-03-21 08:00:00,124.282
