Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_name,Waterbody_Category_Code,waterbody_nature,Ownership,waterbody_use,waterbody_use_type,reason_not_in_use,waterbody_encroached,Rural_Urban,Water_Spread_Area,Storage_Capacity,construction_year,renovation_year,data_collection_method,waterbody_under_govt_scheme,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,Dataset_Name
Phase 2,Punjab,Ludhiana,Jagraon,Dehrka,PB01LDH0150,30.70214516,75.44748484,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,1.20905104,12090.510381349392,535.730526461316,,NWIC,574,574,1428.0,03,036,0230,33893,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Raikot,Talwandi Rai,PB01LDH0163,30.70197855,75.57789738999999,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,1.16585154,11658.515391124294,477.808792831499,,NWIC,587,587,1441.0,03,036,0229,33692,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Rajpura,Rajpura,PB01PTL0105,30.48182879,76.60648338,Indus (Up to border),Ghaghar and others,Tangori Choe,Lakes/Pond,3.57580474,35758.04738570313,735.9044821270412,,NWIC,666,666,2193.0,03,041,0254,0,01,01,GHO,GHO,WS01GHO013,,01,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Jagraon,Dalla,PB01LDH0151,30.7257372,75.43963925999999,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,1.45472994,14547.299372142448,545.5700529544226,,NWIC,575,575,1429.0,03,036,0230,33892,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Jagraon,Akhara,PB01LDH0152,30.73859457,75.4850707,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,3.39845946,33984.59459922928,730.4583867727429,,NWIC,576,576,1430.0,03,036,0230,33767,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Nangla,PB01BTH0134,29.86483963,75.19907208,Indus (Up to border),Ghaghar and others,,Lakes/Pond,1.89684517,18968.45171281812,549.1777773893333,,NWIC,598,598,2125.0,03,028,0246,35919,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Jagraon,Akhara,PB01LDH0153,30.74065359,75.48837698,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,4.09241607,40924.16065432117,1163.6507586842104,,NWIC,577,577,1431.0,03,036,0230,33767,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Giana,PB01BTH0135,29.88959069,75.00422990999999,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.33059165,13305.916541301523,434.0004971585722,,NWIC,599,599,2126.0,03,028,0246,35853,01,01,SUL,SUL,WS01SUL048,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Gatwali,PB01BTH0136,29.9014071,75.04232882,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.42439833,14243.98334422272,465.135603486266,,NWIC,600,600,2127.0,03,028,0246,35854,01,01,SUL,SUL,WS01SUL048,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Jagraon,Hathur,PB01LDH0154,30.61020043,75.43230402,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,2.18323546,21832.354610318063,687.4563329713191,,NWIC,578,578,1432.0,03,036,0230,33756,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Teona Pujarian,PB01BTH0137,29.92996558,75.07494844,Indus (Up to border),Ghaghar and others,,Lakes/Pond,1.26204291,12620.42906737311,417.6483537272886,,NWIC,601,601,2128.0,03,028,0246,35905,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Kamalu,PB01BTH0138,29.97435385,75.23237298,Indus (Up to border),Satluj Lower,Bahadursinghwala Drain,Lakes/Pond,1.90351299,19035.12985456904,519.7756760656805,,NWIC,602,602,2129.0,03,028,0246,35885,01,01,SUL,SUL,WS01SUL047,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Bagha,PB01BTH0139,29.97068507,74.93921009,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.02839541,10283.954116727473,386.2069932565117,,NWIC,603,603,2130.0,03,028,0246,35848,01,01,SUL,SUL,WS01SUL048,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Talwandi Sabo,PB01BTH0140,29.999339900000003,75.06742531,Indus (Up to border),Satluj Lower,Bahadursinghwala Drain,Lakes/Pond,3.49778971,34977.89706697156,751.2056629956365,,NWIC,604,604,2131.0,03,028,0246,0,01,01,SUL,SUL,WS01SUL047,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Shekhpura,PB01BTH0141,29.9926143,75.16272597,Indus (Up to border),Satluj Lower,Bahadursinghwala Drain,Lakes/Pond,1.82484517,18248.451693279065,497.9959316611783,,NWIC,605,605,2132.0,03,028,0246,35899,01,01,SUL,SUL,WS01SUL047,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Raikot,Bassian,PB01LDH0155,30.65835777,75.54064622,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,2.14477431,21447.743147187608,621.1704208634609,,NWIC,579,579,1433.0,03,036,0229,33744,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Kotli Khurd,PB01BTH0142,29.99401867,75.26972388,Indus (Up to border),Satluj Lower,Bahadursinghwala Drain,Lakes/Pond,1.84823402,18482.34018007325,526.9533257392693,,NWIC,606,606,2133.0,03,028,0246,35884,01,01,SUL,SUL,WS01SUL047,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Bangi Ruldu,PB01BTH0143,30.01366212,74.97174186,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.40983673,14098.367296104592,510.4351548401829,,NWIC,607,607,2134.0,03,028,0246,35861,01,01,SUL,SUL,WS01SUL048,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Chak Hira Singhwala Urf Pakka Khurd,PB01BTH0144,30.00581966,74.87004878,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.4978246,14978.245998351857,462.6120477955457,,NWIC,608,608,2135.0,03,028,0246,35835,01,01,SUL,SUL,WS01SUL048,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Anoopgarh Urf Machhana,PB01BTH0145,30.0627088,74.86554549,Indus (Up to border),Satluj Lower,Lissara Nala,Lakes/Pond,1.18436591,11843.659144084271,415.94610990604656,,NWIC,609,609,2136.0,03,028,0245,35806,01,01,SUL,SUL,WS01SUL046,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Raikot,Binjal,PB01LDH0156,30.68636426,75.53149366000001,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,2.62198335,26219.83348773725,812.2444554989441,,NWIC,580,580,1434.0,03,036,0229,33748,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Jagraon,Chima,PB01LDH0157,30.70538412,75.50145655,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,1.88337997,18833.799722763597,642.6170632024784,,NWIC,581,581,1435.0,03,036,0230,33764,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Garhshankar,Gaddiwal,PB01HSP0021,31.27311452,76.26886768,Indus (Up to border),Satluj Lower,Soan,Lakes/Pond,1.45710433,14571.043340007263,449.7325177189869,,NWIC,734,734,2261.0,03,033,0217,32028,01,01,SUL,SUL,WS01SUL002,,01,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Jagraon,Kamalpura,PB01LDH0158,30.7044321,75.52637981000001,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,2.4248882,24248.882023976326,712.6926522943106,,NWIC,582,582,1436.0,03,036,0230,33763,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Jagraon,Roomi,PB01LDH0159,30.7309182,75.51370204,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,1.05094407,10509.4407045363,408.3194227325809,,NWIC,583,583,1437.0,03,036,0230,33768,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Malwala,PB01BTH0146,30.0480462,74.90801643,Indus (Up to border),Satluj Lower,Lissara Nala,Lakes/Pond,1.24417844,12441.784429185647,417.2599221462152,,NWIC,610,610,2137.0,03,028,0246,35844,01,01,SUL,SUL,WS01SUL046,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Bhagwangarh Urf Bhukhianwali,PB01BTH0147,30.06674988,74.92714710999999,Indus (Up to border),Satluj Lower,Lissara Nala,Lakes/Pond,2.60876428,26087.642752424275,590.8307026114041,,NWIC,611,611,2138.0,03,028,0246,35839,01,01,SUL,SUL,WS01SUL046,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Raikot,Rajoana Kalan,PB01LDH0160,30.72542158,75.59701867,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,1.67567183,16756.718339315677,562.8971649477603,,NWIC,584,584,1438.0,03,036,0229,33689,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Manwala Urf Kishangarh,PB01BTH0148,30.03982737,74.95015931,Indus (Up to border),Satluj Lower,Lissara Nala,Lakes/Pond,1.30611811,13061.181068054597,463.2684399694649,,NWIC,612,612,2139.0,03,028,0246,35843,01,01,SUL,SUL,WS01SUL046,,01,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Maur,PB01BTH0149,30.05551343,75.22182288,Indus (Up to border),Satluj Lower,Bahadursinghwala Drain,Lakes/Pond,1.61777832,16177.783239947974,484.6336023967106,,NWIC,613,613,2140.0,03,028,0246,0,01,01,SUL,SUL,WS01SUL047,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Maur,PB01BTH0150,30.05389081,75.22760188,Indus (Up to border),Satluj Lower,Bahadursinghwala Drain,Lakes/Pond,1.08585525,10858.552546018518,414.8839212482368,,NWIC,614,614,2141.0,03,028,0246,0,01,01,SUL,SUL,WS01SUL047,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Maur,PB01BTH0151,30.06716838,75.24460911,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.24177038,12417.703818036964,429.43490004731234,,NWIC,615,615,2142.0,03,028,0246,0,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Maur,PB01BTH0152,30.07021369,75.24595725,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.09946462,10994.64616955157,416.4271300505772,,NWIC,616,616,2143.0,03,028,0246,0,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Raikot,Rajoana Kalan,PB01LDH0161,30.72444098,75.59906398,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,1.36400335,13640.033457338172,660.0351449870939,,NWIC,585,585,1439.0,03,036,0229,33689,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Maisar Khana,PB01BTH0153,30.10618341,75.18104851,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.20116766,12011.676598189277,407.4911980162445,,NWIC,617,617,2144.0,03,028,0246,35874,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Ghudda,PB01BTH0154,30.124579670000003,74.78609412,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.08299933,10829.99331547832,413.83929848585393,,NWIC,618,618,2145.0,03,028,0245,35810,01,01,SUL,SUL,WS01SUL045,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Phus Mandi,PB01BTH0155,30.16714808,74.99336592,Indus (Up to border),Satluj Lower,,Lakes/Pond,2.18319165,21831.91646166219,576.9177209723181,,NWIC,619,619,2146.0,03,028,0245,35794,01,01,SUL,SUL,WS01SUL045,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Bathinda,PB01BTH0156,30.19347867,74.93814937,Indus (Up to border),Satluj Lower,,Lakes/Pond,2.88195006,28819.500594460227,653.7431487153082,,NWIC,620,620,2147.0,03,028,0245,0,01,01,SUL,SUL,WS01SUL045,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Ludhiana,Raikot,Talwandi Rai,PB01LDH0162,30.6940727,75.58842157000001,Indus (Up to border),Satluj Lower,Chachrari Drain,Lakes/Pond,2.23675498,22367.549796129013,889.3106964966231,,NWIC,586,586,1440.0,03,036,0229,33692,01,01,SUL,SUL,WS01SUL034,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Bathinda,PB01BTH0157,30.19532893,74.93884614,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.02716393,10271.639314703369,409.01397498195695,,NWIC,621,621,2148.0,03,028,0245,0,01,01,SUL,SUL,WS01SUL045,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Bathinda,PB01BTH0158,30.19427159,74.93348907000001,Indus (Up to border),Satluj Lower,,Lakes/Pond,3.31508265,33150.826545163865,698.182182558273,,NWIC,622,622,2149.0,03,028,0245,0,01,01,SUL,SUL,WS01SUL045,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Rampura Phul,Rampura Phul,PB01BTH0159,30.25769749,75.23805553,Indus (Up to border),Satluj Lower,Lissara Nala,Lakes/Pond,2.07700843,20770.08427779218,573.8269293052257,,NWIC,623,623,2150.0,03,028,0244,0,01,01,SUL,SUL,WS01SUL044,,01,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Garhshankar,Kot,PB01HSP0018,31.25139015,76.21680321000001,Indus (Up to border),Satluj Lower,East,Lakes/Pond,1.88448284,18844.82843884097,541.6736100188882,,NWIC,588,588,1442.0,03,033,0217,32009,01,01,SUL,SUL,WS01SUL010,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Bhucho Kalan,PB01BTH0160,30.26338205,75.06516311,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.65978131,16597.813144627933,523.0710091474516,,NWIC,624,624,2151.0,03,028,0245,35734,01,01,SUL,SUL,WS01SUL045,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Rampura Phul,Patti Saol Mehraj,PB01BTH0161,30.31702596,75.19599059999999,Indus (Up to border),Satluj Lower,Chandbhan Drain,Lakes/Pond,2.01686044,20168.60444653916,746.2455352929467,,NWIC,625,625,2152.0,03,028,0244,35707,01,01,SUL,SUL,WS01SUL036,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Rampura Phul,Patti Saol Mehraj,PB01BTH0162,30.31610776,75.18772022,Indus (Up to border),Satluj Lower,Chandbhan Drain,Lakes/Pond,1.01562738,10156.273767054136,384.7532517462768,,NWIC,626,626,2153.0,03,028,0244,35707,01,01,SUL,SUL,WS01SUL036,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Mehma Sawai,PB01BTH0163,30.32496397,74.91159024000001,Indus (Up to border),Satluj Lower,Malaut Drain,Lakes/Pond,1.29601236,12960.123646011025,442.9943907828435,,NWIC,627,627,2154.0,03,028,0245,35757,01,01,SUL,SUL,WS01SUL037,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Rampura Phul,Harnam Singhwala,PB01BTH0164,30.36709347,75.23553573,Indus (Up to border),Satluj Lower,Chandbhan Drain,Lakes/Pond,1.76400443,17640.044289140445,532.6264723793456,,NWIC,628,628,2155.0,03,028,0244,35704,01,01,SUL,SUL,WS01SUL036,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Rajpura,Sural Kalan,PB01PTL0089,30.55816214,76.55810359,Indus (Up to border),Ghaghar and others,Patialewali,Lakes/Pond,2.09072454,20907.245394339712,660.7849572922706,,NWIC,589,589,1443.0,03,041,0254,37010,01,01,GHO,GHO,WS01GHO012,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Hoshiarpur,Chohal,PB01HSP0001,31.60588351,75.97217136,Indus (Up to border),Satluj Lower,East,Reservoir,55.13763078,551376.3077868915,9025.201705857502,,NWIC,590,590,2116.0,03,033,0216,31760,01,01,SUL,SUL,WS01SUL011,Chohal,02,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Hoshiarpur,Mehngarwal,PB01HSP0002,31.67131624,75.95769835,Indus (Up to border),Beas,Kingrawala Choe,Reservoir,65.45068436,654506.8436353245,8918.548163790698,,NWIC,591,591,2117.0,03,033,0216,31408,01,01,BEA,BEA,WS01BEA027,Damsal,02,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Hoshiarpur,Phaphial,PB01HSP0003,31.74201455,75.89695551,Indus (Up to border),Beas,West Or Black Bein,Reservoir,126.91955228,1269195.5227533411,15887.153251869966,,NWIC,592,592,2118.0,03,033,0216,31352,01,01,BEA,BEA,WS01BEA026,Dholbaha Dam,02,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Hoshiarpur,Janauri,PB01HSP0004,31.71506586,75.90625428,Indus (Up to border),Beas,West Or Black Bein,Reservoir,20.9195884,209195.8840030709,6924.038409473676,,NWIC,593,593,2119.0,03,033,0216,31353,01,01,BEA,BEA,WS01BEA026,Janauri,02,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Rampura Phul,Dhapali,PB01BTH0165,30.36907636,75.27272681,Indus (Up to border),Satluj Lower,Chandbhan Drain,Lakes/Pond,3.84213278,38421.32776338313,820.565947163466,,NWIC,629,629,2156.0,03,028,0244,35662,01,01,SUL,SUL,WS01SUL036,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Rampura Phul,Maluka,PB01BTH0166,30.43217331,75.04885231,Indus (Up to border),Satluj Lower,Chandbhan Drain,Lakes/Pond,1.98017932,19801.79316905537,595.2916374624926,,NWIC,630,630,2157.0,03,028,0244,35635,01,01,SUL,SUL,WS01SUL036,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Rampura Phul,Dyalpura Bhaika,PB01BTH0167,30.48341803,75.20373830999999,Indus (Up to border),Satluj Lower,Chandbhan Drain,Lakes/Pond,1.7053119,17053.118992655203,496.92869732825073,,NWIC,631,631,2158.0,03,028,0244,35649,01,01,SUL,SUL,WS01SUL036,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Garhshankar,Maili Panahpur,PB01HSP0005,31.42530791,76.10914694,Indus (Up to border),Satluj Lower,East,Reservoir,58.85965138,588596.5138119045,7712.970266971589,,NWIC,594,594,2120.0,03,033,0217,31839,01,01,SUL,SUL,WS01SUL010,Maili,02,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Hoshiarpur,Kharkan,PB01HSP0006,31.52557056,76.06773537000001,Indus (Up to border),Satluj Lower,East,Reservoir,36.31456653,363145.6652918216,8676.968094887605,,NWIC,595,595,2121.0,03,033,0216,31484,01,01,SUL,SUL,WS01SUL011,Patiari Dam,02,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Dasua,Thana,PB01HSP0007,31.78846896,75.87813038,Indus (Up to border),Beas,Kahnuwan Swamp Drain,Reservoir,32.87510511,328751.0511281274,4779.411598391716,,NWIC,596,596,2122.0,03,033,0214,30905,01,01,BEA,BEA,WS01BEA024,Thana Dam,02,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Mukerian,Bhera,PB01HSP0008,31.95724989,75.91118102,Indus (Up to border),Beas,Beas,Reservoir,304.664888,3046648.8799636555,9734.0512723979,,NWIC,597,597,2123.0,03,033,0215,31285,01,01,BEA,BEA,WS01BEA021,,02,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Nabha,Khokh,PB01PTL0106,30.44722365,76.16717866,Indus (Up to border),Ghaghar and others,Sirhind,Lakes/Pond,1.61604309,16160.43093003032,471.6395488087809,,NWIC,667,667,2194.0,03,041,0252,36412,01,01,GHO,GHO,WS01GHO020,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Rajpura,Naina,PB01PTL0112,30.54237097,76.54619172,Indus (Up to border),Ghaghar and others,Patialewali,Lakes/Pond,1.42434232,14243.42318619293,499.81184828384727,,NWIC,673,673,2200.0,03,041,0254,37008,01,01,GHO,GHO,WS01GHO012,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Rajpura,Dhuman,PB01PTL0113,30.56403145,76.60456285000001,Indus (Up to border),Ghaghar and others,Patialewali,Lakes/Pond,1.36021786,13602.178631375542,474.9515185807667,,NWIC,674,674,2201.0,03,041,0254,37026,01,01,GHO,GHO,WS01GHO012,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Rajpura,Devinager,PB01PTL0114,30.5986249,76.65634001000001,Indus (Up to border),Ghaghar and others,Tangori Choe,Lakes/Pond,1.73129833,17312.983288213665,532.45882688562,,NWIC,675,675,2202.0,03,041,0254,39218,01,01,GHO,GHO,WS01GHO013,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Rajpura,Tasaoli,PB01PTL0115,30.6181546,76.64606684,Indus (Up to border),Ghaghar and others,Patialewali,Lakes/Pond,2.0140058,20140.058021211247,528.1282194086427,,NWIC,676,676,2203.0,03,041,0254,39217,01,01,GHO,GHO,WS01GHO012,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Amritsar,Amritsar -I,Bundala,PB01AMT0039,31.53564145,74.98579909,Indus (Up to border),Ravi,Panjwar Drain,Lakes/Pond,4.204981770000001,42049.81773981343,851.9876032761999,,NWIC,677,677,2204.0,03,027,0256,37543,01,01,RAV,RAV,WS01RAV019,,01,,,,,,,,,,,,,,,No,Yes,Yes,No,Yes,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Amritsar,Baba Bakala,Bhaini Badeshan,PB01AMT0040,31.53316133,75.1351883,Indus (Up to border),Satluj Lower,Patti,Lakes/Pond,2.07510521,20751.052076017997,565.9218465097209,,NWIC,678,678,2205.0,03,027,0258,37696,01,01,SUL,SUL,WS01SUL015,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
