Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_name,Waterbody_Category_Code,waterbody_nature,Ownership,waterbody_use,waterbody_use_type,reason_not_in_use,waterbody_encroached,Rural_Urban,Water_Spread_Area,Storage_Capacity,construction_year,renovation_year,data_collection_method,waterbody_under_govt_scheme,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,Dataset_Name
Phase 2,Punjab,Hoshiarpur,Dasua,Badhaya,PB01HSP0011,31.86528955,75.57590686,Indus (Up to border),Beas,Kahnuwan Swamp Drain,Lakes/Pond,14.09459503,140945.95026797228,1648.2808418475624,,NWIC,389,389,1243.0,03,033,0214,30746,01,01,BEA,BEA,WS01BEA024,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Dasua,Shahpur,PB01HSP0012,31.77327044,75.64282714999999,Indus (Up to border),Beas,Kahnuwan Swamp Drain,Lakes/Pond,1.71077175,17107.71747063489,496.257246813232,,NWIC,390,390,1244.0,03,033,0214,30792,01,01,BEA,BEA,WS01BEA024,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Dasua,Kotli,PB01HSP0013,31.69146476,75.54290816,Indus (Up to border),Beas,Beas,Lakes/Pond,1.67159194,16715.919369234518,514.7840877152832,,NWIC,391,391,1245.0,03,033,0214,30720,01,01,BEA,BEA,WS01BEA025,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Amritsar,Baba Bakala,Gaggar Bhana,PB01AMT0036,31.61244155,75.27695335,Indus (Up to border),Beas,Beas,Lakes/Pond,1.43800283,14380.028326341,488.2869622686646,,NWIC,392,392,1246.0,03,027,0258,37821,01,01,BEA,BEA,WS01BEA030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Amritsar,Baba Bakala,Baba Bakala,PB01AMT0037,31.55383529,75.26074276,Indus (Up to border),Beas,Beas,Lakes/Pond,1.11098153,11109.81528794361,497.0128092822224,,NWIC,393,393,1247.0,03,027,0258,37849,01,01,BEA,BEA,WS01BEA030,,01,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Amritsar,Baba Bakala,Pheruman,PB01AMT0038,31.51114939,75.22383379,Indus (Up to border),Beas,Beas,Lakes/Pond,1.06030705,10603.070545197235,428.1623895701246,,NWIC,394,394,1248.0,03,027,0258,37706,01,01,BEA,BEA,WS01BEA030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Mukerian,Sibochak,PB01HSP0014,32.04515678,75.66698885,Indus (Up to border),Beas,Beas,Lakes/Pond,1.10662206,11066.220596917672,412.6099417579414,,NWIC,395,395,1249.0,03,033,0215,31229,01,01,BEA,BEA,WS01BEA023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Hoshiarpur,Hoshiarpur,Kasampur,PB01HSP0015,31.45839033,75.97796816,Indus (Up to border),Satluj Lower,East,Lakes/Pond,1.86234184,18623.418355295715,625.780337405835,,NWIC,396,396,1250.0,03,033,0216,31518,01,01,SUL,SUL,WS01SUL011,,01,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Karandi,PB01MNS0147,29.61107567,75.28277127000001,Indus (Up to border),Ghaghar and others,,Lakes/Pond,3.78312899,37831.289933797394,799.0759275012406,,NWIC,397,397,1251.0,03,037,0247,35956,01,01,GHO,GHO,WS01GHO024,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Sangha,PB01MNS0148,29.57025396,75.26126134,Indus (Up to border),Ghaghar and others,,Lakes/Pond,3.92445493,39244.54932773415,764.9203835901585,,NWIC,398,398,1252.0,03,037,0247,35954,01,01,GHO,GHO,WS01GHO024,,01,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Mankhera,PB01MNS0149,29.58267328,75.23261907,Indus (Up to border),Ghaghar and others,,Lakes/Pond,1.95355885,19535.58850513135,751.6827368413868,,NWIC,399,399,1253.0,03,037,0247,35953,01,01,GHO,GHO,WS01GHO024,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
