SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
11,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 10:00,58.393
12,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 11:00,58.392
13,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 13:00,58.394
14,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 14:00,58.393
15,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 15:00,58.392
16,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 16:00,58.392
17,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 17:00,58.388
18,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 18:00,58.396
19,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 19:00,58.393
20,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 20:00,58.393
21,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 21:00,58.392
22,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 22:00,58.392
23,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2007 23:00,58.391
24,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 00:00,58.391
25,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 01:00,58.392
26,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 02:00,58.392
27,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 03:00,58.393
28,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 04:00,58.393
29,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 05:00,58.392
30,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 06:00,58.393
31,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 07:00,58.393
32,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 08:00,58.394
33,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 09:00,58.394
34,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 10:00,58.394
35,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 11:00,58.394
36,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 12:00,58.394
37,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 13:00,58.393
38,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 14:00,58.392
39,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 16:00,58.39
40,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 17:00,58.393
41,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 18:00,58.395
42,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 19:00,58.398
43,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 20:00,58.398
44,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 21:00,58.397
45,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 22:00,58.396
46,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2008 23:00,58.394
47,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 00:00,58.394
48,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 01:00,58.394
49,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 02:00,58.394
50,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 03:00,58.394
51,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 04:00,58.394
52,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 05:00,58.394
53,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 06:00,58.394
54,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 07:00,58.393
55,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 08:00,58.393
56,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 09:00,58.394
57,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 10:00,58.393
58,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 11:00,58.394
59,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 12:00,58.393
60,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 13:00,58.393
61,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 14:00,58.392
62,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 15:00,58.39
63,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 16:00,58.39
64,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 17:00,58.39
65,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 18:00,58.391
66,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 19:00,58.392
67,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 20:00,58.393
68,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 21:00,58.392
69,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 22:00,58.393
70,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2009 23:00,58.392
71,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 00:00,58.393
72,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 01:00,58.392
73,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 02:00,58.393
74,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 03:00,58.393
75,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 04:00,58.393
76,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 05:00,58.393
77,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 06:00,58.393
78,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 07:00,58.393
79,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 08:00,58.393
80,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 09:00,58.393
81,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 10:00,58.393
82,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 11:00,58.394
83,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 12:00,58.393
84,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 13:00,58.394
85,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 14:00,58.393
86,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 15:00,58.393
87,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 16:00,58.391
88,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 17:00,58.39
89,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 18:00,58.391
90,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 19:00,58.39
91,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 20:00,58.388
92,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 21:00,58.385
93,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 22:00,58.383
94,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2010 23:00,58.382
95,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 00:00,58.383
96,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 01:00,58.383
97,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 02:00,58.384
98,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 03:00,58.386
99,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 04:00,58.388
100,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 05:00,58.389
101,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 06:00,58.39
102,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 07:00,58.391
103,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 08:00,58.392
104,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 09:00,58.393
105,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 11:00,58.394
106,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 12:00,58.396
107,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 13:00,58.396
108,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 14:00,58.396
109,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 15:00,58.396
110,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 16:00,58.396
111,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 17:00,58.398
112,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 18:00,58.398
113,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 19:00,58.401
114,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 20:00,58.4
115,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 21:00,58.399
116,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 22:00,58.397
117,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,14-06-2011 23:00,58.397
118,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 00:00,58.397
119,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 01:00,58.398
