SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
738,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 11:00,96.783
739,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 12:00,96.783
740,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 13:00,96.953
741,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 14:00,96.952
742,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 15:00,96.951
743,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 16:00,96.81
744,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 17:00,96.948
745,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 18:00,96.95
746,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 19:00,96.941
747,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 20:00,96.94
748,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 21:00,96.927
749,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 22:00,96.941
750,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,14-06-2011 23:00,96.952
751,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 00:00,96.957
752,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 01:00,96.955
753,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 03:00,96.952
754,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 04:00,96.946
755,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 05:00,96.94
756,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 06:00,96.945
757,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 07:00,96.736
758,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 08:00,96.731
759,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 10:00,96.896
760,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 11:00,96.87
761,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 12:00,96.866
762,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 13:00,96.853
763,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 14:00,96.804
764,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 15:00,96.843
765,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 16:00,96.842
766,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 17:00,96.844
767,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 18:00,96.848
768,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 19:00,96.842
769,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 20:00,96.849
770,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 21:00,96.852
771,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 22:00,96.853
772,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,13-06-2012 23:00,96.853
773,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2014 20:00,96.944
774,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2014 21:00,96.944
775,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2014 22:00,96.957
776,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2014 23:00,96.958
777,MEN AT AMROLI,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.01722222,73.75277778,Yes,0.0000,97.02,15-05-2015 00:00,96.95
778,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 00:00,90.711
779,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 01:00,90.846
780,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 02:00,90.695
781,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 03:00,90.7
782,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 04:00,90.713
783,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 05:00,90.703
784,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 06:00,90.949
785,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 07:00,90.967
786,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 08:00,90.739
787,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 09:00,90.737
788,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 10:00,90.942
789,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 11:00,90.938
790,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 12:00,90.957
791,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 13:00,90.953
792,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 14:00,90.972
793,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 15:00,90.965
794,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 16:00,90.893
795,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 17:00,90.866
796,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 18:00,90.903
797,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 19:00,90.952
798,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 20:00,90.954
799,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 21:00,90.984
800,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 22:00,90.983
801,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2007 23:00,90.947
802,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 00:00,90.733
803,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 02:00,90.982
804,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 03:00,90.798
805,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 04:00,90.977
806,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 05:00,90.732
807,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 06:00,90.968
808,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 07:00,90.981
809,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 08:00,90.991
810,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 09:00,90.992
811,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 10:00,90.969
812,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 11:00,90.981
813,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 12:00,90.734
814,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 13:00,90.893
815,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 14:00,90.879
816,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 15:00,90.87
817,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 16:00,90.977
818,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 17:00,90.995
819,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 18:00,90.92
820,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 20:00,90.742
821,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 21:00,90.825
822,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 22:00,90.979
823,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2008 23:00,90.882
824,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 00:00,90.987
825,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 01:00,90.988
826,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 02:00,90.773
827,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 03:00,91.004
828,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 04:00,90.743
829,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 05:00,91.011
830,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 06:00,91.011
831,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 07:00,91.005
832,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 08:00,91.007
833,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 09:00,91.011
834,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 10:00,90.988
835,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 11:00,91.008
836,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 12:00,91.008
837,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 13:00,91.005
838,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 14:00,91.006
839,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 15:00,91.012
840,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 16:00,90.945
841,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 17:00,90.98
842,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 18:00,90.971
843,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 19:00,90.978
844,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 21:00,90.734
845,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 22:00,90.726
846,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,13-06-2009 23:00,90.972
847,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 00:00,90.732
848,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 01:00,90.734
849,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 02:00,90.876
850,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 03:00,90.864
851,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 05:00,90.965
852,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 06:00,90.979
853,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 07:00,90.982
854,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 08:00,90.981
855,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 09:00,90.982
856,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 10:00,90.948
857,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 11:00,90.93
858,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 12:00,90.858
859,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 13:00,90.749
860,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 14:00,90.729
861,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 15:00,90.875
862,UNCH AT KHORIA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.18500000,73.74250000,Yes,0.0000,90.93,14-06-2010 16:00,90.716
