SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Reservoir water level (m)
241,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 00:00,414.700012
242,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 01:00,414.700012
243,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 02:00,414.700012
244,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 03:00,414.700012
245,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 04:00,414.700012
246,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 05:00,414.700012
247,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 06:00,414.700012
248,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 07:00,414.700012
249,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 08:00,414.700012
250,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 09:00,414.700012
251,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 10:00,414.700012
252,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 11:00,414.700012
253,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 12:00,414.700012
254,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 13:00,414.700012
255,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 14:00,414.700012
256,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 15:00,414.700012
257,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 16:00,414.700012
258,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 17:00,414.700012
259,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 18:00,414.700012
260,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 19:00,414.700012
261,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 20:00,414.700012
262,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 21:00,414.700012
263,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 22:00,414.700012
264,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,11-06-2021 23:00,414.700012
265,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 00:00,414.700012
266,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 01:00,414.700012
267,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 02:00,414.700012
268,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 03:00,414.700012
269,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 04:00,414.700012
270,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 05:00,414.700012
271,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 06:00,414.700012
272,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 07:00,414.700012
273,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 08:00,414.750000
274,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 09:00,414.750000
275,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 10:00,414.750000
276,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 11:00,414.750000
277,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 12:00,414.750000
278,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 13:00,414.750000
279,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 14:00,414.750000
280,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 15:00,414.750000
281,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 16:00,414.750000
282,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 17:00,414.750000
283,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 18:00,414.750000
284,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 19:00,414.750000
285,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 20:00,414.750000
286,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 21:00,414.750000
287,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 22:00,414.750000
288,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,12-06-2021 23:00,414.750000
289,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 00:00,414.750000
290,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 01:00,414.750000
291,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 02:00,414.750000
292,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 03:00,414.750000
293,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 04:00,414.750000
294,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 05:00,414.750000
295,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 06:00,414.750000
296,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 07:00,414.750000
297,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 08:00,414.799988
298,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 09:00,414.799988
299,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 10:00,414.799988
300,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 11:00,414.799988
301,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 12:00,414.799988
302,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 13:00,414.799988
303,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 14:00,414.799988
304,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 15:00,414.799988
305,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 16:00,414.799988
306,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 17:00,414.799988
307,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 18:00,414.799988
308,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 19:00,414.799988
309,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 20:00,414.799988
310,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 21:00,414.799988
311,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 22:00,414.799988
312,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,13-06-2021 23:00,414.799988
313,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 00:00,414.799988
314,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 01:00,414.799988
315,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 02:00,414.799988
316,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 03:00,414.799988
317,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 04:00,414.799988
318,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 05:00,414.799988
319,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 06:00,414.799988
320,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 07:00,414.799988
321,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 08:00,414.850006
322,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 09:00,414.850006
323,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 10:00,414.850006
324,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 11:00,414.850006
325,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 12:00,414.850006
326,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 13:00,414.850006
327,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 14:00,414.850006
328,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 15:00,414.850006
329,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 16:00,414.850006
330,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 17:00,414.850006
331,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 18:00,414.850006
332,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 19:00,414.850006
333,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 20:00,414.850006
334,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 21:00,414.850006
335,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 22:00,414.850006
336,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,14-06-2021 23:00,414.850006
337,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 00:00,414.850006
338,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 01:00,414.850006
339,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 02:00,414.850006
340,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 03:00,414.850006
341,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 04:00,414.850006
342,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 05:00,414.850006
343,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 06:00,414.850006
344,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 07:00,414.850006
345,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 08:00,414.850006
346,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 09:00,414.850006
347,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 10:00,414.850006
348,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 11:00,414.850006
349,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 12:00,414.850006
350,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 13:00,414.850006
351,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 14:00,414.850006
352,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 15:00,414.850006
353,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 16:00,414.850006
354,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 17:00,414.850006
355,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 18:00,414.850006
356,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 19:00,414.850006
357,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 20:00,414.850006
358,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 21:00,414.850006
359,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 22:00,414.850006
360,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,15-06-2021 23:00,414.850006
361,Bargi Reservoir,CWC,23,Madhya Pradesh,411,JABALPUR,JABALPUR,JABALPUR,Bargi,Narmada,Narmada,Narmada,Narmada,Narmada,Narmada,22.93777778,79.92083333,16-06-2021 00:00,414.850006
